title,metacritic_score
The Shipping News,47
The Matrix Revolutions,47
The Hidden Wars of Desert Storm,47
The Legend of Bagger Vance,47
Where's Marlowe?,47
Jack Reacher: Never Go Back,47
Sordid Lives,47
A Cure for Wellness,47
Lions for Lambs,47
Burlesque,47
In the Heart of the Sea,47
Mary Shelley,47
The M Word,47
Bad Teacher,47
The Little Traitor,47
Frankie & Alice,47
Fat Girls,47
Jennifer's Body,47
The Architect,47
Heartbreakers,47
Flight of the Phoenix,47
Lies,47
In the Land of Women,47
Bittersweet Motel,47
By Hook or by Crook,47
"Legally Blonde 2: Red, White & Blonde",47
Ladder 49,47
"Welcome Home, Roscoe Jenkins",46
Saw,46
Horns,46
CJ7,46
Bonneville,46
95 Miles to Go,46
Conspiracy of Silence,46
The Free World,46
American Chai,46
Rhinoceros Eyes,46
Bruce Almighty,46
Hollywood Ending,46
The Simian Line,46
How the Grinch Stole Christmas,46
Another Happy Day,46
Things to Do in Denver When You're Dead,46
The Da Vinci Code,46
Beyond Skyline,46
The Basketball Diaries,46
Fast & Furious,46
Ravenous,46
One Night at McCool's,46
Rambo,46
Grumpier Old Men,46
Hostel: Part II,46
Naked Fame,46
If I Stay,46
Fun Mom Dinner,46
Secret Window,46
Esther Kahn,46
Dog Park,46
The Whole Truth,46
Forces of Nature,46
Hoot,46
Musical Chairs,46
Fifty Shades of Grey,46
Rebel in the Rye,46
The Gospel,46
The Last Movie Star,46
Finishing the Game: The Search for a New Bruce Lee,46
American Mary,46
We Are Your Friends,46
Beerfest,46
Killing Bono,46
Every Secret Thing,46
A Previous Engagement,46
El cantante,46
U.N. Me,46
Yes Man,46
Jack Brooks: Monster Slayer,46
Weird Science,46
Beneath the Planet of the Apes,46
A Chorus Line,46
The Last Days on Mars,46
The Dukes,46
The Heartbreak Kid,46
Cheaper by the Dozen,46
Flavors,46
Ghostlight,46
Firedancer,46
Chasing Liberty,46
How Do You Know,46
Stung,46
The Mighty Ducks,46
Kiss the Girls,46
Catfish in Black Bean Sauce,46
Touch of Pink,46
Knight and Day,46
The Magic of Belle Isle,46
The Exorcism of Emily Rose,46
Must Love Dogs,46
Zardoz,46
The Queen of Spain,46
Bad Samaritan,46
Detour,46
The Crossing Guard,46
Wolves,46
White Nights,46
Spaceballs,46
Grand Theft Parsons,46
Venus Boyz,46
The In-Laws,46
All Over the Guy,46
King Arthur,46
Now You See Me 2,46
The Comedy,46
Burke and Hare,46
The Broken Tower,46
Mercy,46
Agnes and His Brothers,46
The Flowers of War,46
Flirt,46
Clay Pigeons,46
In the Cut,46
Foreign Sister,46
Deliver Us from Eva,46
The Nanny Diaries,46
Reservation Road,46
Guarding Tess,46
Dr. Seuss' The Lorax,46
Lolita,46
The Oranges,46
Toy Soldiers,46
Seed of Chucky,46
London Town,46
Red Tails,46
Extremely Loud and Incredibly Close,46
The Dead Pool,46
3 Dancing Slaves,46
A Country Called Home,46
Black Rock,46
Perfect,46
Alien Abduction,46
The Tenants,46
Around the Bend,46
Autumn,46
Newsies,46
The Dilemma,46
Gringo,46
Typhoon,46
The Little Death,46
Maybe Baby,46
Miss Julie,46
Payback,46
Sin City: A Dame To Kill For,46
Ashby,46
Dr. Dolittle,46
Lavender,46
Life of the Party,46
The Last of Robin Hood,46
The Devil and Father Amorth,46
Johnny English Reborn,46
Kafka,46
Next Day Air,46
"You, Me and Dupree",46
Tommy Boy,46
Unlocked,46
Manderlay,46
Airheads,46
Mind the Gap,46
The Woman Chaser,46
Practical Magic,46
Hackers,46
The Deal,46
She's Out of My League,46
Immortals,46
Come and Find Me,46
Predator 2,46
Blue Streak,46
The Calling,46
"Kiss Me, Guido",46
Crazy in Alabama,46
The NeverEnding Story,46
Mirror Mirror,46
Beyond the Sea,46
Breakin' All the Rules,46
Festival in Cannes,46
28 Days,46
Food of Love,46
The Sorcerer's Apprentice,46
Hunky Dory,46
Pumpkin,46
Bobby G. Can't Swim,46
Revolution OS,46
The Ringer,46
Greenfingers,46
Me Myself I,46
The Chamber,45
Kicking & Screaming,45
Just Looking,45
Don't Knock Twice,45
Predator,45
Descent,45
Hesher,45
Madea's Family Reunion,45
Smokin' Aces,45
Full Frontal,45
Novocaine,45
Snatched,45
El leyton,45
EuroTrip,45
Bobby Jones: Stroke of Genius,45
Lila & Eve,45
Meet the Browns,45
The Lost Skeleton of Cadavra,45
HellBent,45
The Hottest State,45
Rosencrantz and Guildenstern Are Undead,45
Secret in Their Eyes,45
Hits,45
Sand Castle,45
The Break-Up,45
Waiting for Lightning,45
Planet Earth: Dreams,45
England Is Mine,45
Levity,45
The Dogwalker,45
Chasing Mavericks,45
Jonas Brothers: The 3D Concert Experience,45
Uncertainty,45
Foul Play,45
About Alex,45
Mad City,45
She's Funny That Way,45
The Kid,45
How to Lose a Guy in 10 Days,45
S.W.A.T.,45
The Warrior's Way,45
Adventures in Babysitting,45
The Expendables,45
Rampage,45
Country Strong,45
Ace Ventura: When Nature Calls,45
Defying Gravity,45
Mean Machine,45
The Burning Plain,45
Bangkok Dangerous,45
Cut Sleeve Boys,45
A Liar's Autobiography - The Untrue Story of Monty Python's Graham Chapman,45
Hall Pass,45
Alien Nation,45
The Distinguished Gentleman,45
Step Up 3-D,45
Brimstone,45
Detention,45
It Takes Two,45
Intruders,45
Taken 2,45
Upside Down,45
Zombie Strippers!,45
Fanboys,45
Blood Ties,45
Jefferson in Paris,45
Sweet Home Alabama,45
Manna from Heaven,45
Pride and Glory,45
Elizabeth: The Golden Age,45
The Leisure Seeker,45
Blindness,45
Click,45
The Marine,45
The Fast and the Furious: Tokyo Drift,45
Sydney White,45
I Love You to Death,45
Prom Night,45
Evita,45
The Running Man,45
South of the Border,45
Surrogates,45
Two Night Stand,45
Pride and Prejudice and Zombies,45
The 15:17 to Paris,45
The Legend of Billie Jean,45
The Situation,45
Smilla's Sense of Snow,45
Home Fries,45
Strange Fits of Passion,45
Vanilla Sky,45
The Statement,45
Freak Weather,45
Elizabethtown,45
Shanghai Calling,45
Step Up: All In,45
Loverboy,45
Blood Glacier,45
Flower,45
The Scorpion King,45
Come What May,45
Black or White,45
The Protector 2,45
Hoodwinked!,45
End of the Spear,45
Whatever Works,45
White on Rice,45
Happythankyoumoreplease,45
Dragonball: Evolution,45
Still Life,45
Pretty Persuasion,45
The Wayward Cloud,45
Factory Girl,45
Takers,45
Evening,45
Extraordinary Measures,45
The Bone Collector,45
Bully,45
Mona Lisa Smile,45
Club Dread,45
Close Your Eyes,45
God's Sandbox,45
The Boy,45
American Assassin,45
The Singing Detective,45
A Night in Old Mexico,45
Coldwater,45
Girl in Progress,45
The Girl from Monday,45
Joe Versus the Volcano,45
Where in the World Is Osama Bin Laden?,45
Odd Thomas,45
Firewall,45
Get Rich or Die Tryin',45
The Twilight Saga: Breaking Dawn - Part 1,45
Justice League,45
Fantastic Four: Rise of the Silver Surfer,45
Colombiana,45
Hank and Asha,45
The Greatest,45
Mini's First Time,45
"Peace, Love, & Misunderstanding",45
The Invasion,45
Into the Blue,45
Proof of Life,45
King of the Jungle,45
The Sum of All Fears,45
The Weight of Water,45
The Three Marias,45
How to Deal,45
Love Object,45
What the Bleep!?: Down the Rabbit Hole,45
The People I've Slept With,45
Wonder Wheel,45
Jack and Diane,45
Little Darlings,45
Boomerang,45
Unforgettable,45
Brave New Jersey,45
Krull,45
Pain & Gain,45
Straw Dogs,45
Finding Joe,45
Five Nights in Maine,45
Mr. Brooks,45
Kill Your Friends,45
Evergreen,45
Tracers,45
Love Me If You Dare,45
Latter Days,45
Maid in Manhattan,45
Life as a House,45
The Little Vampire,45
Whiteboyz,45
The Paperboy,45
[REC] 3: Genesis,45
Madea's Big Happy Family,45
Flipped,45
The Deep End of the Ocean,45
She's the Man,45
Valiant,45
Blade,45
JeruZalem,45
Digging Up the Marrow,45
Bootmen,45
Rules of Engagement,45
The Last Ride,45
All Cheerleaders Die,45
American Dreamz,45
Legends of the Fall,45
23 Blast,45
Pirates of the Caribbean: On Stranger Tides,45
Miral,45
The Possession,45
Gaudi Afternoon,44
Robin Hood: Men in Tights,44
The Raven,44
Into the Storm,44
Head of State,44
Picture Perfect,44
Dudley Do-Right,44
Funny Games (2008),44
Underworld: Rise of the Lycans,44
"Love, Rosie",44
Uncle Nino,44
The Ruins,44
Walking with the Enemy,44
Planetarium,44
Spinning Man,44
I Am I,44
Girl 6,44
Saban's Power Rangers,44
We're the Millers,44
Aftermath,44
The Bronze,44
One Last Thing...,44
Raw Deal,44
Jobs,44
The Libertine,44
The Losers,44
Southland Tales,44
Nina's Heavenly Delights,44
Devil,44
Life Happens,44
Along Came Polly,44
The Game Plan,44
Gasoline,44
Sex with Strangers,44
The Operator,44
America's Sweethearts,44
Snow Falling on Cedars,44
"Lula, the Son of Brazil",44
Killer Elite,44
Blood,44
Steve + Sky,44
The Wendell Baker Story,44
Connie and Carla,44
The Village,44
Bridget Jones: The Edge of Reason,44
Chandni Chowk to China,44
Hey Bartender,44
100 Streets,44
Mary Reilly,44
The Ring Two,44
The Caveman's Valentine,44
Smiling Fish & Goat on Fire,44
What Dreams May Come,44
American Cannibal: The Road to Reality,44
Mia and the Migoo,44
Wolf Creek 2,44
Bill & Ted's Excellent Adventure,44
How to Talk to Girls at Parties,44
Unknown,44
Firefox,44
13 Sins,44
Batman v Superman: Dawn of Justice,44
This Is Where I Leave You,44
Preservation,44
Gut Renovation,44
Cook County,44
The Answer Man,44
The Hangover Part II,44
The Dancer,44
Off Label,44
Stomp the Yard,44
Dough,44
Drive Angry 3D,44
Carbon Nation,44
In My Country,44
The Twilight Saga: New Moon,44
Brain Donors,44
The Legend of Tarzan,44
By the Sea,44
Rapture-Palooza,44
Stalin's Wife,44
Kingsman: The Golden Circle,44
Kidnap,44
Dear Dictator,44
Sympathy for Delicious,44
Henry Poole Is Here,44
Fidel,44
Vatel,44
Pacific Rim: Uprising,44
The Brothers Grimsby,44
Peter and Vandy,44
Oz the Great and Powerful,44
The Jacket,44
Hotel Transylvania 2,44
The Love Punch,44
Joyful Noise,44
The Incredible Burt Wonderstone,44
Rush Hour 3,44
A Million Ways to Die in the West,44
Casuistry: The Art of Killing a Cat,44
The 'Burbs,44
All the Boys Love Mandy Lane,44
Three Men and a Cradle,44
Bushwick,44
Coming Soon,44
Skills Like This,44
Chaos Theory,44
The Code,44
Pearl Harbor,44
Love & Sex,44
Committed,44
The Ninth Gate,44
The Closer You Get,44
Brokedown Palace,44
Road to Paloma,44
Hyena Road,44
The Miracle Season,44
Zoe,44
School for Scoundrels,44
Twilight Zone: The Movie,44
Manhattan Night,44
Cut Bank,44
Sexual Dependency,44
"See No Evil, Hear No Evil",44
Boys Life 3,44
Kate & Leopold,44
A Slipping-Down Life,44
Frankie and Johnny Are Married,44
Miracles from Heaven,44
Kikujirô no natsu,44
Brief Interviews with Hideous Men,44
K-9,44
Wild Horses,44
Klimt,44
Perfect Sisters,44
The Girl and Death,44
Postman Pat: The Movie,44
Churchill,44
Rails & Ties,44
Plunkett & Macleane,44
Salt and Fire,44
The Center of the World,44
Come Out and Play,44
It Runs in the Family,44
A Good Old Fashioned Orgy,44
The Belko Experiment,44
Hostage,44
Man in the Chair,44
Second Best,44
Reaching for the Moon,44
Walking Tall,44
Man of the Century,44
Two Weeks,44
Schizopolis,44
Who's Harry Crumb?,44
The Inbetweeners Movie,44
Renaissance Man,44
The Long Kiss Goodnight,44
Delivery Man,44
Barely Lethal,44
Faster,44
Last Action Hero,44
The Wolfman,43
Riding in Cars with Boys,43
Kingpin,43
Death by China,43
Dear John,43
Youth Without Youth,43
The Lady,43
Suspended Animation,43
Automatons,43
The Last Castle,43
Salt of This Sea,43
Paycheck,43
From Other Worlds,43
Year by the Sea,43
The ABCs of Death,43
The Brass Teapot,43
Total Recall (2012),43
Wish I Was Here,43
Sherman's Way,43
360,43
My Best Enemy,43
Redemption,43
Women in Trouble,43
Malevolence,43
Trail of the Pink Panther,43
The Final Season,43
Cirque du Freak: The Vampire's Assistant,43
The Man with the Golden Gun,43
Frozen,43
The Very Thought of You,43
For Love of the Game,43
Cleopatra's Second Husband,43
The Young Unknowns,43
American Wedding,43
Twentynine Palms,43
Love in the Time of Cholera,43
Freedomland,43
Violet & Daisy,43
Needful Things,43
Halloween 4: The Return of Michael Myers,43
Meet Dave,43
The Peacemaker,43
MVP: Most Valuable Primate,43
Home Room,43
Black Butterfly,43
Based on a True Story,43
All I See Is You,43
The Giant Mechanical Man,43
Light It Up,43
The Beach,43
San Andreas,43
Star Trek V: The Final Frontier,43
Anamorph,43
Jackpot,43
Step Up Revolution,43
Backwards,43
Survival of the Dead,43
City Slickers II: The Legend of Curly's Gold,43
Palmetto,43
A Piece of Eden,43
Under Suspicion,43
Malibu's Most Wanted,43
Teknolust,43
Racing Stripes,43
Eagle Eye,43
The Drowning,43
Firehouse Dog,43
Something to Cheer About,43
The Prime Ministers: The Pioneers,43
4th Man Out,43
Vincent N Roxxy,43
Looking for Kitty,43
American Pastoral,43
Madison,43
The Angry Birds Movie,43
American Pie 2,43
Anything Else,43
X Games 3D: The Movie,43
Shelter,43
The Shaggy Dog,43
MacGruber,43
"Sorry, Haters",43
Equals,43
Le Chef,43
Hot Rod,43
The Tempest,43
The Vow,43
9 Songs,43
Suicide Kings,43
The Mexican,43
The Animal,43
Jersey Girl,43
The Great Role,43
The Omen,43
Catch and Release,43
The Uninvited,43
Maze Runner: The Scorch Trials,43
Stephen King’s A Good Marriage,43
Spread,43
Tank 432,43
Miss Congeniality,43
Meet Joe Black,43
Nitro Circus: The Movie,43
The Grace Card,43
Brooklyn's Finest,43
M. Butterfly,43
The Circle,43
America: Freedom to Fascism,43
Death Note,43
Backtrack,43
Dealin' with Idiots,43
Feast,43
The Final Cut,43
The Princess Diaries 2: Royal Engagement,43
Lara Croft Tomb Raider: The Cradle of Life,43
Recess: School's Out,43
Donkey Punch,43
Unaccompanied Minors,43
A Dog's Purpose,43
Why Did I Get Married Too?,43
Dante's Peak,43
The Forgotten,43
The Players,43
Steal Me,43
The Keeper: The Legend of Omar Khayyam,43
Good Deeds,43
Wonderland,43
Death Race,43
Not Easily Broken,43
Machine Gun Preacher,43
I Do... Until I Don't,43
In Dubious Battle,43
"Hey, Happy!",43
Instinct,43
The Romantics,43
Eternal,43
Miss Meadows,43
Monte Carlo,43
Conan the Barbarian,43
Trust the Man,43
Segunda piel,43
Lost River,42
Lost in Space,42
Footloose,42
Transformers: Dark of the Moon,42
Below Her Mouth,42
Strangerland,42
Madea's Witness Protection,42
Mental,42
Devil's Knot,42
The Toxic Avenger,42
The Perfect Game,42
Voice from the Stone,42
Hollywood Buddha,42
Along Came a Spider,42
Trapped,42
Armageddon,42
Reincarnated,42
Underworld,42
Cold Turkey,42
From Paris with Love,42
Fred Claus,42
Crooked Arrows,42
Albatross,42
The Family,42
The Bucket List,42
#Horror,42
GhettoPhysics: Will the Real Pimps and Hos Please Stand Up?,42
Paranormal Activity: The Marked Ones,42
The Great Wall,42
xXx: Return of Xander Cage,42
Under the Electric Sky,42
Harry and the Hendersons,42
Night at the Museum: Battle of the Smithsonian,42
High Tension,42
Good People,42
PCU,42
Trash Fire,42
Breakfast of Champions,42
Hope Floats,42
The Replacement Killers,42
Barnyard,42
Arthur Newman,42
Alex Rider: Operation Stormbreaker,42
A Bad Moms Christmas,42
The Loss of Sexual Innocence,42
Superman III,42
Suburbicon,42
Courageous,42
The Woman in Black 2: Angel of Death,42
Return to Oz,42
The Star,42
Jem and the Holograms,42
Aliens in the Attic,42
Celsius 41.11: The Temperature at Which the Brain... Begins to Die,42
Abraham Lincoln: Vampire Hunter,42
Orphan,42
RoboCop 2,42
Supergirl,42
The Last House on the Left,42
Next,42
Breaking In,42
Tennessee,42
Take Me Home Tonight,42
Julian Schnabel: A Private Portrait,42
Bel Ami,42
The Boy,42
Godspeed,42
The Decoy Bride,42
Austenland,42
Queen of the Lot,42
Vampires,42
Love the Hard Way,42
Overboard,42
Rocky IV,42
The Adderall Diaries,42
Force 10 from Navarone,42
Home of the Brave,42
Phantasm II,42
Won't Back Down,42
Daredevil,42
The Internship,42
The Abandoned,42
Transcendence,42
Midnight Eagle,42
Trade,42
24 Exposures,42
The Current War,42
Ironclad,42
Sanctum,42
The Divergent Series: Insurgent,42
Swerve,42
Joe Somebody,42
D.E.B.S.,42
Office Christmas Party,42
Snow Flower and the Secret Fan,42
Whisky Galore!,42
My Father Die,42
The Lovely Bones,42
G,42
Scumrock,42
The Big Bounce,42
The Time Machine,42
Bones,42
Wet Hot American Summer,42
The Family Man,42
The Rage: Carrie 2,42
Drive Me Crazy,42
The Duel,42
Went to Coney Island on a Mission from God... Be Back by Five,42
The Intended,42
Let It Snow,42
The 13th Warrior,42
Against All Odds,42
Stargate,42
Parker,42
Wedding Palace,42
Daddy's Home,42
The Taqwacores,42
The English Teacher,42
Anna,42
The Stepford Wives,42
The Event,42
The Affair of the Necklace,42
Bicentennial Man,42
Superstar,42
Gun Shy,42
Psycho Beach Party,42
Mighty Fine,42
Jurassic Park III,42
Breaking the Girls,42
Lazer Team,42
Total Eclipse,42
Jackass: The Movie,42
Inferno,42
Monsters: Dark Continent,42
U Want Me 2 Kill Him?,42
The Lawnmower Man,42
Pizza,42
Burnt,42
Two Weeks Notice,42
The Other Side of the Door,41
Battleship,41
White Rabbit,41
Two Drifters,41
Every Which Way But Loose,41
Machete Kills,41
G.I. Joe: Retaliation,41
Gator,41
The Week Of,41
TMNT,41
Johnny Got His Gun,41
False Confessions,41
What a Girl Wants,41
Stella Street,41
Torque,41
Mambo italiano,41
Mallrats,41
Home Again,41
Big Daddy,41
Struck by Lightning,41
Little Ashes,41
Smokey and the Bandit II,41
Tango & Cash,41
A Man's Gotta Do,41
Crocodile Dundee II,41
Celebrity,41
Next Friday,41
Luminarias,41
Wild Target,41
The Quiet Ones,41
Priest,41
Darling Companion,41
House of Wax,41
King Arthur: Legend of the Sword,41
Princess Kaiulani,41
Splinterheads,41
Jailbait,41
History Lessons,41
Bubble Boy,41
Holy Man,41
Knowing,41
Journey 2: The Mysterious Island,41
Beverly Hills Chihuahua,41
Larry Crowne,41
"Milwaukee, Minnesota",41
Mad Money,41
John Tucker Must Die,41
War of the Buttons,41
The Sorcerer and the White Snake,41
What to Expect When You're Expecting,41
Godzilla 2000,41
Zerophilia,41
The Purge,41
The Female Brain,41
Village of the Damned,41
Free Ride,41
Hell Baby,41
The Truth About Emanuel,41
Stay,41
Phenomenon,41
Sal,41
Freshman Orientation,41
Yes Nurse! No Nurse!,41
Spun,41
The Waterboy,41
Drillbit Taylor,41
The Outsiders,41
Dumb and Dumber,41
Stoned,41
The Perfect Match,41
Lucky,41
When the Game Stands Tall,41
Jiminy Glick in Lalawood,41
Sahara,41
The Limits of Control,41
Nowhere Man,41
Crank: High Voltage,41
Olympus Has Fallen,41
First Sunday,41
The Day,41
Where Hope Grows,41
Resident Evil: Extinction,41
Out of Season,41
Child 44,41
Never Been Thawed,41
Ride Along,41
Mr. Woodcock,41
Alvin and the Chipmunks: The Squeakquel,41
Iron Eagle,41
Hate Crime,41
Dragon Blade,41
Sarah Palin: You Betcha!,41
La Mujer de Mi Hermano,41
You Won't Miss Me,41
Jesus Henry Christ,41
Meet the Fockers,41
Agent Cody Banks,41
Crop Circles: Quest for Truth,41
Citizen Toxie: The Toxic Avenger IV,41
Two Ninas,41
Woman on Top,41
Simpatico,41
The 9th Life of Louis Drax,41
Mumia: Long Distance Revolutionary,41
Kick-Ass 2,41
Little Birds,41
Before I Go to Sleep,41
The Chumscrubber,41
Four Christmases,41
The Hollow Point,41
Raze,41
Constellation,41
The Forgiven,41
Staten Island Summer,41
Mojave,41
White Chicks,41
Chappie,41
Hop,41
Final Destination 3,41
Tonight You're Mine,41
The Hebrew Hammer,41
Stand Up Guys,41
Bad Boys,41
Romeo & Juliet,41
Fear and Loathing in Las Vegas,41
5 Star Day,41
Dancing at the Blue Iguana,41
Money Buys Happiness,41
What Planet Are You From?,41
Passengers,41
The Salton Sea,41
Grassroots,41
The Secret Agent,41
Death of a Dynasty,41
Monster Trucks,41
Basic Instinct,41
Sabotage,41
G-Force,41
Dust,41
Running Scared,41
Deliver Us From Evil,40
The Comedian,40
Salinger,40
The Slammin' Salmon,40
Sleepwalking,40
Scary Movie 4,40
House of Boys,40
Bulletproof Monk,40
Clockstoppers,40
How to Kill Your Neighbor's Dog,40
Deep Impact,40
Shrink,40
Abattoir,40
The Boys from Brazil,40
Lord of the Dance in 3D,40
Fantastic Four,40
Phantom,40
Remember Me,40
The Last Word,40
Good,40
Leonie,40
Paris 36,40
Double Jeopardy,40
Wicker Park,40
The Other End of the Line,40
3 Days to Kill,40
Tim and Eric's Billion Dollar Movie,40
Tanner Hall,40
Three Fugitives,40
Last Weekend,40
It's a Wonderful Afterlife,40
A View to a Kill,40
Margaret Cho: Assassin,40
Man on a Ledge,40
Over the Top,40
Sandy Wexler,40
Outlaws and Angels,40
Make Your Move,40
Toys,40
Jupiter Ascending,40
Homefront,40
Saw II,40
The Benefactor,40
Anacondas: The Hunt for the Blood Orchid,40
Trouble Every Day,40
The Man Who Cried,40
At First Sight,40
Passengers,40
Smurfs: The Lost Village,40
Best Laid Plans,40
Pay It Forward,40
Beautiful Creatures,40
Head in the Clouds,40
Happy Hour,40
Wild Card,40
Mine,40
From the Land of the Moon,40
Pitch Perfect 3,40
Insidious: Chapter 2,40
Teenage Mutant Ninja Turtles: Out of the Shadows,40
Aloha,40
The Sisters,40
Monkeybone,40
Jakob the Liar,40
The Virginity Hit,40
Illegal Tender,40
Return to Nuke 'Em High Volume 1,40
Dark Was the Night,40
Better Living Through Chemistry,40
Gangster Squad,40
The Invisible Circus,40
Molly's Theory of Relativity,40
The Girl from the Naked Eye,40
America the Beautiful,40
X,40
Some Body,40
The Hunted,40
Kaena: The Prophecy,40
Outlander,40
Aftermath,40
The Perfect Family,40
Dracula Untold,40
Leatherface,40
Brick Mansions,40
X-Men Origins: Wolverine,40
Beastly,40
Butter,40
Peaceful Warrior,40
The Cell,40
Duets,40
Ash Wednesday,40
Dune,40
The Day the Earth Stood Still,40
Porky's,40
Paranormal Activity 4,40
Vantage Point,40
Beneath,40
Derailed,40
Dance Flick,40
Amy,40
Max Keeble's Big Move,40
Martin Lawrence Live: Runteldat,40
The Phantom of the Opera,40
Ceremony,40
Appleseed,40
Blumenthal,40
Suicide Squad,40
The Heir Apparent: Largo Winch,40
Nightwatch,40
Piñero,40
Super Troopers 2,40
Here Comes the Boom,40
Psychopathia Sexualis,40
In the Blood,40
Igor,40
The Good Heart,40
Video Games: The Movie,40
Horrible Bosses 2,40
The Boss,40
Act of Valor,40
Fletch Lives,40
Table 19,40
Halloween II,40
Barb Wire,40
Evolution,40
Lana's Rain,40
Marilyn Hotchkiss' Ballroom Dancing & Charm School,40
Synchronicity,39
My Little Pony: The Movie,39
Adventures of Power,39
Growing Up and Other Lies,39
The Bodyguard,39
Silk,39
Man of the Year,39
Alvin and the Chipmunks,39
Provoked: A True Story,39
Flashdance,39
Nights in Rodanthe,39
Aftershock,39
The Edge of Love,39
Queen of the Desert,39
Pompeii,39
Zaytoun,39
Life as We Know It,39
Never Back Down,39
Just Like a Woman,39
When Will I Be Loved,39
In the Face of Evil: Reagan's War in Word and Deed,39
The Gunman,39
Resident Evil: Retribution,39
Beauty and the Beast,39
Virtuosity,39
Intruders,39
Paul Blart: Mall Cop,39
The Wraith,39
Angels Sing,39
Dot the I,39
Moonwalkers,39
The Sword and the Sorcerer,39
High Heels and Low Lifes,39
Southlander: Diary of a Desperate Musician,39
Dirty Weekend,39
Need For Speed,39
Green Lantern,39
Jumanji,39
Dirty Dancing: Havana Nights,39
Twist,39
Fame,39
Dark Places,39
Jigsaw,39
Four Lovers,39
Swing Kids,39
Bait,39
Percy Jackson: Sea of Monsters,39
The Change-Up,39
Simon Birch,39
Angel Eyes,39
Confusion of Genders,39
Inhale,39
Dead Man Down,39
An Innocent Man,39
Captain Ron,39
Clash of the Titans,39
Pirates of the Caribbean: Dead Men Tell No Tales,39
Irene in Time,39
"The Goods: Live Hard, Sell Hard",39
Why Him?,39
The Green Hornet,39
First Kill,39
Zipper,39
The Barber,39
St. Trinian's,39
Death in Love,39
The Wedding Weekend,39
Bringing Down the House,39
Just a Kiss,39
National Treasure,39
Daddy Day Care,39
Big Stone Gap,39
Fat Albert,39
August,39
Underworld: Awakening,39
Skin Trade,39
Planet 51,39
Stage Fright,39
Diary of a Wimpy Kid: The Long Haul,39
Woodshock,39
Exit Wounds,39
Reign of Fire,39
Cry_Wolf,39
Pelé: Birth of a Legend,39
The Maid's Room,39
Planes,39
The Adventurer: The Curse of the Midas Box,39
Vincent Wants to Sea,39
Annie,39
P.S. I Love You,39
Justin Bieber's Believe,39
Arthur and the Invisibles,39
O Jerusalem,39
Tammy,39
Message in a Bottle,39
But I'm a Cheerleader,39
All the Rage,39
Don Verdean,39
Eating Out 2: Sloppy Seconds,39
World Traveler,39
Creepshow 2,39
From Prada to Nada,39
Legendary,39
Police Academy 2: Their First Assignment,39
Down Periscope,39
Runaway Bride,39
The Other Woman,39
The Numbers Station,39
The Sitter,39
Alexander,39
Mutant Aliens,39
Restless,39
I Love Your Work,39
The Lucky One,39
Till Human Voices Wake Us,39
They're Watching,39
Krystal,39
The Runner,39
Dark Streets,38
An American Haunting,38
Mechanic: Resurrection,38
An American Tail,38
Summer Rental,38
Sleepwalkers,38
All Eyez on Me,38
The Vatican Tapes,38
Balls of Fury,38
The Life Before Her Eyes,38
No Escape,38
Ouija,38
Just Visiting,38
"As Above, So Below",38
Radio,38
Never Die Alone,38
The Green Inferno,38
Sweetwater,38
Blow Dry,38
Empire,38
Submergence,38
Michael,38
The Texas Chainsaw Massacre,38
Taking Lives,38
The Chronicles of Riddick,38
Angels Crest,38
The Last Time,38
Jack Goes Home,38
Entourage,38
Terminator Genisys,38
City with No Mercy,38
Eragon,38
Standing Still,38
Bad Boys II,38
The Jungle Book 2,38
Gigantic,38
Paparazzi,38
Confessions of a Shopaholic,38
Third Person,38
Double Parked,38
Dad's Army,38
Midnight Sun,38
Ben-Hur,38
Crossing Over,38
"Men, Women & Children",38
Brake,38
Porky's II: The Next Day,38
"Yours, Mine and Ours",38
The Pink Panther,38
A Dog of Flanders,38
Don't Say a Word,38
Death to Smoochy,38
Rugrats Go Wild,38
God's Army,38
Tulip Fever,38
The November Man,38
Final Destination 2,38
The Adventures of Sharkboy and Lavagirl 3-D,38
Gothika,38
Random Hearts,38
The Specials,38
Looking for an Echo,38
Little Nicky,38
Halloween III: Season of the Witch,38
The Trouble with Bliss,38
Cell,38
Extraterrestrial,38
The Return,38
I Am,38
Kids in America,38
Blade: Trinity,38
The Medallion,38
Scrooged,38
V/H/S: Viral,38
Nutty Professor II: The Klumps,38
DOA: Dead or Alive,38
12 Rounds,38
The Collection,38
Seeking Justice,38
The Seeker: The Dark Is Rising,38
Backdraft,38
The Other Side of Heaven,38
And So It Goes,38
Laws of Attraction,38
Raising Helen,38
Our Family Wedding,38
The Rite,38
Lay the Favorite,38
Goats,38
What the #$*! Do We (K)now!?,38
BASEketball,38
The Ward,38
Think Like a Man Too,38
August Rush,38
Meeting Spencer,38
A Case of You,38
One Night with the King,38
Free Birds,38
Girl Most Likely,38
The Moth Diaries,38
The Devil's Violinist,38
2 Fast 2 Furious,38
I Don't Know How She Does It,38
2 Jacks,38
Youth in Oregon,38
Max Rose,38
Pet Sematary,38
Bad Santa 2,38
The Mostly Unfabulous Social Life of Ethan Green,38
The Mysteries of Pittsburgh,38
Kettle of Fish,38
April's Shower,38
Wild Wild West,38
The Wolves of Kromer,38
After the Sunset,38
The Flintstones,38
Riding the Bullet,37
xXx: State of the Union,37
Crocodile Dundee in Los Angeles,37
